"points","all_attributes","day_period_nswprice","day_period_nswdemand","day_period_vicprice","day_period_vicdemand","day_period_transfer","day_nswprice_nswdemand","day_nswprice_vicprice","day_nswprice_vicdemand","day_nswprice_transfer","day_nswdemand_vicprice","day_nswdemand_vicdemand","day_nswdemand_transfer","day_vicprice_vicdemand","day_vicprice_transfer","day_vicdemand_transfer","period_nswprice_nswdemand","period_nswprice_vicprice","period_nswprice_vicdemand","period_nswprice_transfer","period_nswdemand_vicprice","period_nswdemand_vicdemand","period_nswdemand_transfer","period_vicprice_vicdemand","period_vicprice_transfer","period_vicdemand_transfer","nswprice_nswdemand_vicprice","nswprice_nswdemand_vicdemand","nswprice_nswdemand_transfer","nswprice_vicprice_vicdemand","nswprice_vicprice_transfer","nswprice_vicdemand_transfer","nswdemand_vicprice_vicdemand","nswdemand_vicprice_transfer","nswdemand_vicdemand_transfer","vicprice_vicdemand_transfer"
"9936","0.9999999999999997","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.7499999999999999","0.4791666666666667","0.47916666666666674","0.47916666666666674","0.75","0.75","0.75","0.35416666666666674","0.35416666666666674","0.35416666666666674","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.3125","0.3125","0.3125","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.2708333333333333"
"9984","0.9999999999999998","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.5416666666666667","0.5208333333333334","0.5208333333333333","0.5208333333333333","0.16666666666666669","0.16666666666666669","0.16666666666666669","0.08333333333333334","0.08333333333333336","0.08333333333333334","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.5","0.49999999999999994","0.5","0.14583333333333337","0.14583333333333337","0.14583333333333337","0.04166666666666666"
"10032","0.9999999999999998","0.9999999999999998","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.75","0.1875","0.1875","0.1875","0.6875","0.6875000000000001","0.6874999999999999","0.0","0.0","0.0","0.6875","0.6875","0.6875","0.1875","0.1875","0.1875","0.6874999999999999","0.6874999999999999","0.6875","0.0"
"10080","0.9999999999999998","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","0.5208333333333334","0.12500000000000003","0.12500000000000006","0.12500000000000003","0.5","0.5","0.5000000000000001","0.10416666666666669","0.10416666666666669","0.10416666666666669","0.4791666666666667","0.4791666666666667","0.4791666666666667","0.04166666666666668","0.04166666666666668","0.04166666666666668","0.4583333333333333","0.4583333333333333","0.4583333333333333","0.020833333333333343"
"10128","0.9999999999999998","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.5625","0.1875","0.1875","0.1875","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.1875","0.1875","0.1875","0.45833333333333337","0.45833333333333337","0.45833333333333337","0.0625","0.0625","0.0625","0.43749999999999994","0.43749999999999994","0.4375","0.0625"
"10176","0.9999999999999999","0.9999999999999998","1.0000000000000002","1.0","1.0","1.0","0.9999999999999998","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.6041666666666666","0.39583333333333337","0.3958333333333334","0.3958333333333334","0.4791666666666666","0.4791666666666667","0.47916666666666674","0.3750000000000001","0.375","0.375","0.4791666666666667","0.47916666666666663","0.47916666666666663","0.375","0.375","0.375","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.375"
"10224","0.9999999999999999","0.9999999999999999","1.0000000000000002","1.0","1.0","1.0","0.9999999999999998","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.5416666666666666","0.27083333333333337","0.2708333333333333","0.2708333333333333","0.375","0.37500000000000006","0.375","0.12499999999999997","0.12499999999999999","0.12499999999999997","0.5416666666666666","0.5416666666666667","0.5416666666666667","0.125","0.125","0.125","0.37500000000000006","0.37500000000000006","0.375","0.125"
"10272","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.7291666666666667","0.3541666666666667","0.35416666666666663","0.3541666666666667","0.7083333333333334","0.7083333333333333","0.7083333333333334","0.29166666666666674","0.2916666666666667","0.29166666666666674","0.6041666666666666","0.6041666666666666","0.6041666666666666","0.14583333333333334","0.14583333333333334","0.14583333333333334","0.5833333333333333","0.5833333333333333","0.5833333333333334","0.08333333333333331"
"10320","0.9999999999999998","0.9999999999999998","0.9999999999999999","1.0","1.0","0.9999999999999998","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.6875","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.5208333333333335","0.5208333333333334","0.5208333333333334","0.12499999999999999","0.12499999999999999","0.12499999999999999","0.5","0.5","0.5","0.43749999999999994","0.4374999999999999","0.43749999999999994","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.125"
"10368","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","0.6875","0.2708333333333334","0.27083333333333337","0.27083333333333337","0.6875","0.6875000000000001","0.6875000000000002","0.14583333333333337","0.14583333333333334","0.14583333333333334","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.20833333333333331","0.20833333333333331","0.20833333333333331","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.10416666666666666"
"10416","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0000000000000002","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.37500000000000006","0.31250000000000006","0.3125","0.31250000000000006","0.27083333333333337","0.27083333333333326","0.27083333333333337","0.25","0.25000000000000006","0.25","0.37500000000000006","0.37500000000000006","0.37500000000000006","0.25","0.25","0.25","0.25","0.25","0.25000000000000006","0.16666666666666666"
"10464","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.3958333333333335","0.375","0.375","0.375","0.29166666666666663","0.2916666666666667","0.2916666666666667","0.25","0.25","0.25","0.37499999999999994","0.37499999999999994","0.37499999999999994","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.29166666666666663","0.29166666666666663","0.2916666666666667","0.25"
"10512","0.9999999999999999","0.9999999999999998","0.9999999999999998","1.0","1.0","1.0","0.9999999999999998","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.7291666666666667","0.7083333333333331","0.7083333333333334","0.7083333333333331","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.6250000000000001","0.6250000000000001","0.6250000000000001","0.7083333333333333","0.7083333333333333","0.7083333333333333","0.6458333333333335","0.6458333333333335","0.6458333333333335","0.625","0.625","0.625","0.625"
"10560","0.9999999999999997","0.9999999999999998","0.9999999999999997","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.6458333333333334","0.5625","0.5625","0.5625","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.49999999999999994","0.49999999999999994","0.49999999999999994","0.5624999999999999","0.5624999999999999","0.5624999999999999","0.49999999999999994","0.5","0.49999999999999994","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.5"
"10608","1.0","1.0","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0000000000000002","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7708333333333333","0.6875000000000001","0.6874999999999999","0.6875","0.5208333333333333","0.5208333333333333","0.5208333333333334","0.16666666666666669","0.16666666666666666","0.16666666666666669","0.6874999999999999","0.6874999999999999","0.6874999999999999","0.6875","0.6875","0.6875","0.41666666666666674","0.41666666666666674","0.41666666666666663","0.12499999999999999"
"10656","1.0","1.0","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5625000000000001","0.375","0.37500000000000006","0.375","0.4791666666666668","0.47916666666666674","0.47916666666666674","0.2708333333333333","0.2708333333333334","0.2708333333333333","0.4583333333333333","0.4583333333333333","0.4583333333333333","0.3125","0.3125","0.3125","0.45833333333333326","0.45833333333333326","0.4583333333333333","0.22916666666666663"
"10704","1.0","1.0","1.0","1.0000000000000002","1.0000000000000002","1.0","0.9999999999999999","1.0000000000000002","1.0","1.0000000000000002","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","0.7708333333333334","0.5208333333333333","0.5208333333333333","0.5208333333333333","0.7708333333333335","0.7708333333333333","0.7708333333333333","0.35416666666666663","0.3541666666666667","0.35416666666666663","0.7291666666666667","0.7291666666666666","0.7291666666666666","0.3958333333333333","0.3958333333333333","0.3958333333333333","0.7291666666666666","0.7291666666666666","0.7291666666666666","0.35416666666666663"
"10752","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","0.9583333333333331","0.875","0.8750000000000001","0.8750000000000001","0.75","0.7499999999999999","0.7499999999999999","0.6041666666666665","0.6041666666666667","0.6041666666666666","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.6249999999999999","0.6249999999999999","0.625","0.6041666666666666"
"10800","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5625000000000001","0.41666666666666674","0.4166666666666668","0.4166666666666667","0.375","0.375","0.37499999999999994","0.125","0.125","0.125","0.3958333333333334","0.3958333333333334","0.3958333333333334","0.24999999999999997","0.24999999999999997","0.24999999999999997","0.24999999999999997","0.24999999999999997","0.25","0.08333333333333334"
"10848","1.0","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.4375000000000001","0.4166666666666667","0.4166666666666667","0.41666666666666663","0.3125","0.31250000000000006","0.3125","0.3125","0.31250000000000006","0.3125","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.3125","0.31249999999999994","0.3125","0.31249999999999994","0.31249999999999994","0.3125","0.3125"
"10896","1.0000000000000002","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.75","0.5625","0.5625","0.5625","0.6458333333333334","0.6458333333333335","0.6458333333333335","0.4375","0.43750000000000006","0.4375","0.5625","0.5625","0.5625","0.4375","0.4375","0.4375","0.45833333333333337","0.45833333333333337","0.4583333333333333","0.4375"
"10944","1.0","0.9999999999999999","0.9999999999999997","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7916666666666665","0.7916666666666665","0.7916666666666666","0.7916666666666666","0.6250000000000001","0.6249999999999999","0.625","0.5","0.5","0.5","0.625","0.625","0.625","0.6041666666666666","0.6041666666666667","0.6041666666666666","0.4791666666666667","0.4791666666666667","0.4791666666666667","0.375"
"10992","1.0000000000000002","0.9999999999999998","1.0000000000000002","1.0","1.0","1.0000000000000002","0.9999999999999998","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.3541666666666667","0.33333333333333326","0.3333333333333334","0.33333333333333337","0.20833333333333331","0.20833333333333331","0.20833333333333334","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.1875","0.1875","0.1875","0.18749999999999994","0.18749999999999994","0.18749999999999994","0.12500000000000003","0.12500000000000003","0.12500000000000003","0.08333333333333331"
"11040","1.0000000000000002","1.0","1.0000000000000002","1.0","1.0","1.0","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","0.6666666666666666","0.6250000000000001","0.625","0.6249999999999999","0.5625","0.5625","0.5625","0.5208333333333335","0.5208333333333334","0.5208333333333335","0.625","0.625","0.625","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.5416666666666667","0.5416666666666667","0.5416666666666667","0.5208333333333333"
"11088","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.5208333333333334","0.5","0.49999999999999994","0.5","0.4375","0.4375","0.4375","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.47916666666666663","0.47916666666666663","0.47916666666666663","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.3333333333333333"
"11136","0.9999999999999998","1.0","0.9999999999999998","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.9999999999999998","1.0","1.0","1.0","1.0","1.0","1.0","0.9374999999999999","0.7291666666666666","0.7291666666666666","0.7291666666666666","0.9374999999999998","0.9374999999999999","0.9374999999999999","0.33333333333333337","0.33333333333333337","0.33333333333333326","0.8958333333333333","0.8958333333333333","0.8958333333333333","0.5625","0.5625","0.5625","0.7083333333333334","0.7083333333333334","0.7083333333333334","0.2916666666666667"
"11184","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7291666666666665","0.7291666666666666","0.7291666666666667","0.7291666666666666","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.6458333333333333","0.6458333333333333","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.6458333333333333"
"11232","0.9999999999999999","1.0","1.0","0.9999999999999998","1.0","0.9999999999999998","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5833333333333334","0.5833333333333333","0.5833333333333333","0.5833333333333333","0.39583333333333337","0.39583333333333337","0.39583333333333326","0.39583333333333326","0.3958333333333333","0.39583333333333326","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.39583333333333337"
"11280","0.9999999999999998","0.9999999999999998","1.0","1.0","1.0","1.0","1.0000000000000002","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.5416666666666667","0.43750000000000006","0.43750000000000006","0.43750000000000006","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.22916666666666663","0.2291666666666666","0.22916666666666666","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.39583333333333337","0.12499999999999997","0.12499999999999997","0.12499999999999997","0.10416666666666669"
"11328","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.47916666666666663","0.35416666666666663","0.35416666666666674","0.35416666666666674","0.41666666666666674","0.41666666666666674","0.4166666666666667","0.2708333333333333","0.27083333333333337","0.27083333333333337","0.37499999999999994","0.37499999999999994","0.37499999999999994","0.14583333333333331","0.14583333333333331","0.14583333333333331","0.29166666666666663","0.29166666666666663","0.29166666666666663","0.0625"
"11376","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","0.7083333333333333","0.5208333333333333","0.5208333333333334","0.5208333333333334","0.5625","0.5625","0.5625","0.25","0.24999999999999997","0.25","0.6666666666666667","0.6666666666666667","0.6666666666666667","0.41666666666666663","0.41666666666666663","0.4166666666666667","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.25"
"11424","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","0.375","0.375","0.37499999999999994","0.37500000000000006","0.20833333333333331","0.20833333333333331","0.20833333333333331","0.18750000000000003","0.1875","0.18750000000000003","0.375","0.37499999999999994","0.375","0.37499999999999994","0.375","0.375","0.1875","0.1875","0.1875","0.1875"
"11472","0.9999999999999997","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6249999999999999","0.47916666666666674","0.47916666666666663","0.47916666666666674","0.5833333333333334","0.5833333333333333","0.5833333333333333","0.35416666666666674","0.35416666666666663","0.35416666666666674","0.47916666666666663","0.47916666666666663","0.47916666666666663","0.18749999999999997","0.18749999999999997","0.18749999999999997","0.47916666666666663","0.47916666666666663","0.47916666666666663","0.1875"
"11520","0.9999999999999999","0.9999999999999999","0.9999999999999998","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.8333333333333331","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.7500000000000001","0.7499999999999999","0.75","0.6874999999999999","0.6875","0.6875","0.75","0.75","0.75","0.7291666666666666","0.7291666666666666","0.7291666666666666","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5208333333333334"
"11568","0.9999999999999998","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0000000000000002","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.833333333333333","0.7083333333333334","0.7083333333333333","0.7083333333333331","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.2916666666666667","0.29166666666666663","0.2916666666666667","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.5","0.49999999999999994","0.5","0.41666666666666663","0.41666666666666663","0.4166666666666667","0.0"
"11616","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5833333333333334","0.37499999999999994","0.37500000000000006","0.37499999999999994","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.14583333333333337","0.14583333333333334","0.14583333333333337","0.4375","0.4375","0.4375","0.10416666666666669","0.10416666666666667","0.10416666666666669","0.3541666666666666","0.3541666666666666","0.35416666666666663","0.020833333333333343"
"11664","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.43750000000000006","0.35416666666666674","0.35416666666666663","0.35416666666666674","0.27083333333333337","0.2708333333333333","0.27083333333333337","0.20833333333333331","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.2083333333333333","0.2083333333333333","0.2083333333333333","0.10416666666666666","0.10416666666666666","0.10416666666666666","0.041666666666666685"
"11712","0.9999999999999999","1.0","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999998","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0","0.9999999999999999","0.9999999999999999","0.6666666666666666","0.29166666666666674","0.29166666666666674","0.29166666666666663","0.6250000000000001","0.625","0.625","0.08333333333333334","0.08333333333333334","0.08333333333333334","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.20833333333333334","0.20833333333333337","0.20833333333333334","0.6250000000000001","0.6250000000000001","0.625","0.08333333333333331"
"11760","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.8333333333333335","0.7708333333333334","0.7708333333333333","0.7708333333333334","0.5625","0.5625","0.5625","0.5000000000000001","0.5","0.5","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.5416666666666667","0.5416666666666667","0.5416666666666667","0.45833333333333337","0.45833333333333337","0.45833333333333337","0.33333333333333337"
"11808","0.9999999999999998","1.0","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.7291666666666665","0.7083333333333334","0.7083333333333333","0.7083333333333333","0.4583333333333333","0.45833333333333337","0.4583333333333332","0.3125","0.3125","0.3125","0.6458333333333334","0.6458333333333334","0.6458333333333334","0.6458333333333333","0.6458333333333333","0.6458333333333333","0.25","0.25","0.24999999999999997","0.1875"
"11856","0.9999999999999999","0.9999999999999998","1.0","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.625","0.625","0.6250000000000001","0.6249999999999999","0.5833333333333333","0.5833333333333333","0.5833333333333334","0.5833333333333333","0.5833333333333334","0.5833333333333334","0.5833333333333333","0.5833333333333333","0.5833333333333333","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.5833333333333333"
"11904","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0000000000000002","1.0","1.0000000000000002","1.0","1.0","1.0","0.6874999999999999","0.6666666666666666","0.6666666666666667","0.6666666666666665","0.20833333333333331","0.20833333333333337","0.20833333333333331","0.18750000000000006","0.18749999999999997","0.18750000000000003","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6249999999999999","0.6249999999999999","0.6249999999999999","0.12499999999999999","0.12499999999999999","0.12499999999999999","0.10416666666666666"
"11952","0.9999999999999996","0.9999999999999999","0.9999999999999998","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.7291666666666664","0.5833333333333334","0.5833333333333335","0.5833333333333333","0.6666666666666665","0.6666666666666666","0.6666666666666666","0.47916666666666663","0.4791666666666667","0.47916666666666663","0.5208333333333334","0.5208333333333334","0.5208333333333334","0.4791666666666667","0.47916666666666663","0.4791666666666667","0.47916666666666663","0.47916666666666663","0.47916666666666663","0.47916666666666663"
"12000","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","0.9999999999999998","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5000000000000001","0.31250000000000006","0.3125","0.3125","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.22916666666666669","0.22916666666666669","0.22916666666666669","0.35416666666666674","0.35416666666666674","0.35416666666666674","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.29166666666666663","0.29166666666666663","0.29166666666666663","0.1875"
"12048","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","0.7708333333333331","0.375","0.375","0.37500000000000006","0.7083333333333333","0.7083333333333333","0.7083333333333334","0.14583333333333331","0.14583333333333334","0.14583333333333331","0.625","0.625","0.625","0.12500000000000003","0.12500000000000006","0.12500000000000003","0.5625","0.5625","0.5625","0.020833333333333343"
"12096","0.9999999999999999","1.0","0.9999999999999998","1.0","1.0","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","0.7083333333333333","0.4375","0.4375","0.43750000000000006","0.6458333333333333","0.6458333333333334","0.6458333333333334","0.3125","0.3125","0.3125","0.375","0.375","0.375","0.1875","0.18749999999999997","0.1875","0.35416666666666663","0.35416666666666663","0.3541666666666667","0.1875"
"12144","0.9999999999999996","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","0.5625","0.4166666666666667","0.41666666666666663","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.29166666666666663","0.29166666666666663","0.2916666666666667","0.4583333333333333","0.4583333333333333","0.4583333333333333","0.2708333333333333","0.27083333333333337","0.2708333333333333","0.29166666666666663","0.29166666666666663","0.29166666666666663","0.25"
"12192","0.9999999999999996","0.9999999999999999","0.9999999999999998","0.9999999999999999","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.9999999999999999","1.0000000000000002","0.9999999999999999","1.0","1.0","1.0","0.5000000000000001","0.4375","0.43750000000000006","0.4375","0.4166666666666667","0.4166666666666667","0.4166666666666667","0.3541666666666667","0.3541666666666667","0.35416666666666663","0.43749999999999994","0.43749999999999994","0.43749999999999994","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.35416666666666663"
"12240","0.9999999999999999","0.9999999999999999","1.0000000000000002","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5416666666666666","0.41666666666666674","0.41666666666666674","0.41666666666666674","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.41666666666666674","0.4166666666666667","0.4166666666666667","0.4375","0.4375","0.4375","0.41666666666666663","0.41666666666666663","0.41666666666666663","0.4374999999999999","0.4374999999999999","0.4375000000000001","0.41666666666666663"
"12288","0.9999999999999999","0.9999999999999999","0.9999999999999998","1.0000000000000002","1.0","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","0.9999999999999999","1.0","1.0","1.0","1.0","0.5625000000000002","0.37500000000000006","0.37500000000000006","0.37500000000000006","0.5208333333333333","0.5208333333333334","0.5208333333333335","0.3125","0.3125","0.3125","0.43750000000000006","0.43750000000000006","0.43750000000000006","0.27083333333333337","0.27083333333333337","0.27083333333333337","0.4166666666666667","0.4166666666666667","0.41666666666666663","0.27083333333333337"
"12336","1.0","1.0","0.9999999999999999","1.0","1.0","0.9999999999999999","1.0000000000000002","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5416666666666667","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.3541666666666667","0.3541666666666667","0.3541666666666667","0.35416666666666674","0.3541666666666667","0.35416666666666663","0.39583333333333326","0.39583333333333326","0.39583333333333326","0.25","0.25","0.25","0.27083333333333337","0.27083333333333337","0.2708333333333333","0.0625"
"12384","1.0","1.0","1.0000000000000002","0.9999999999999999","0.9999999999999999","0.9999999999999999","0.9999999999999999","1.0","1.0","1.0","0.9999999999999999","0.9999999999999998","1.0","1.0","1.0","1.0","0.7916666666666667","0.2916666666666667","0.29166666666666674","0.2916666666666667","0.7708333333333333","0.7708333333333334","0.7708333333333334","0.041666666666666664","0.041666666666666664","0.041666666666666664","0.7083333333333333","0.7083333333333333","0.7083333333333333","0.27083333333333326","0.27083333333333326","0.27083333333333326","0.7083333333333334","0.7083333333333334","0.7083333333333333","0.0"
