"points","all_attributes","BranchNumber_ConsumerID"
"6048","0.2873677248677248","0.2873677248677248"
"12096","0.05621693121693121","0.05621693121693121"
"18144","0.2954695767195768","0.2954695767195768"
"24192","0.27744708994708994","0.27744708994708994"
"30240","0.0730820105820106","0.0730820105820106"
"36288","0.06944444444444446","0.06944444444444446"
"42336","0.04298941798941798","0.04298941798941798"
"48384","0.04910714285714286","0.04910714285714286"
"54432","0.050429894179894186","0.050429894179894186"
"60480","0.2969576719576719","0.2969576719576719"
"66528","0.2613756613756614","0.2613756613756614"
"72288","0.05885416666666667","0.05885416666666667"
"78048","0.049305555555555554","0.049305555555555554"
"83808","0.051041666666666666","0.051041666666666666"
"89568","0.06788194444444444","0.06788194444444444"
"95328","0.05572916666666668","0.05572916666666668"
"101088","0.31041666666666673","0.31041666666666673"
"106848","0.2713541666666667","0.2713541666666667"
"112608","0.051388888888888914","0.051388888888888914"
"118368","0.07048611111111112","0.07048611111111112"
"124128","0.06545138888888889","0.06545138888888889"
"129888","0.06840277777777777","0.06840277777777777"
"135648","0.06388888888888888","0.06388888888888888"
"141408","0.2902777777777778","0.2902777777777778"
"147168","0.265625","0.265625"
"152928","0.05538194444444445","0.05538194444444445"
"158688","0.055381944444444456","0.055381944444444456"
"164448","0.056597222222222236","0.056597222222222236"
"170208","0.05295138888888889","0.05295138888888889"
"175968","0.053298611111111116","0.053298611111111116"
"181728","0.3057291666666666","0.3057291666666666"
"187488","0.27534722222222224","0.27534722222222224"
"193248","0.05086805555555556","0.05086805555555556"
"199008","0.050520833333333334","0.050520833333333334"
"204768","0.05590277777777779","0.05590277777777779"
"210528","0.05190972222222224","0.05190972222222224"
"216288","0.058680555555555555","0.058680555555555555"
"222048","0.31302083333333325","0.31302083333333325"
"227808","0.2684027777777778","0.2684027777777778"
"233568","0.05104166666666666","0.05104166666666666"
"239328","0.05624999999999999","0.05624999999999999"
"245088","0.05121527777777777","0.05121527777777777"
"250848","0.06892361111111113","0.06892361111111113"
"256608","0.04461805555555555","0.04461805555555555"
"262368","0.30763888888888885","0.30763888888888885"
"268128","0.2725694444444444","0.2725694444444444"
"273888","0.05572916666666667","0.05572916666666667"
